web-scraper-order,web-scraper-start-url,link,link-href,title,price,description,material,size,style,colour,colour2
"1573261205-4632","https://www2.hm.com/en_us/women/products/tops.html","Striped Bodysuit","https://www2.hm.com/en_us/productpage.0726071001.html","Striped Bodysuit","$12.99","Fitted, sleeveless bodysuit in patterned jersey. Low-cut back, narrow shoulder straps, and snap fasteners at gusset.","Polyester 92%, Elastane 8%","Sleeveless","","Dark blue/white/red","Dark blue/striped"
"1573262959-5161","https://www2.hm.com/en_us/women/products/tops.html","Long T-shirt","https://www2.hm.com/en_us/productpage.0711053016.html","Long T-shirt","$9.99","Long T-shirt in soft, cotton-blend jersey. Short sleeves with sewn cuffs.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","Powder pink","Powder pink"
"1573260917-4545","https://www2.hm.com/en_us/women/products/tops.html","One-shoulder Top","https://www2.hm.com/en_us/productpage.0757726004.html","One-shoulder Top","$17.99","Fitted one-shoulder top in ribbed jersey with one shoulder strap.","Polyester 98%, Elastane 2%","Sleeveless","STYLE
				
					One-shoulder","Cream","Cream"
"1573261086-4598","https://www2.hm.com/en_us/women/products/tops.html","2-pack Short-sleeved Tops","https://www2.hm.com/en_us/productpage.0651456013.html","2-pack Short-sleeved Tops","$12.99","CONSCIOUS. Short-sleeved tops in organic cotton jersey with a round neckline.","Cotton 100%","Short sleeve","","White/black","White/black striped"
"1573261917-4841","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Top","https://www2.hm.com/en_us/productpage.0808305002.html","Ribbed Top","$17.99","Fitted top in ribbed jersey with a round neckline and long raglan sleeves.","Polyester 87%, Cotton 7%, Elastane 6%","Long sleeve","STYLE
				
					Raglan Sleeve
					Round Neck","Dark brown melange","Dark brown melange"
"1573261750-4791","https://www2.hm.com/en_us/women/products/tops.html","Top with Ties","https://www2.hm.com/en_us/productpage.0716671004.html","Top with Ties","$24.99","Sleeveless top in woven fabric. Small stand-up collar with gathered seam at front. Opening at back and ties at back of neck.","Polyester 100%","Back: Length: 59.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Stand-up Collar","Dark green/cream","Dark green/white patterned"
"1573261405-4690","https://www2.hm.com/en_us/women/products/tops.html","Ruffled Top","https://www2.hm.com/en_us/productpage.0770855005.html","Ruffled Top","$24.99","Short top in airy, woven fabric with a sheen. Narrow, adjustable shoulder straps and wide ruffle at upper edge.","Polyester 100%","Short","","Black","Black"
"1573263145-5215","https://www2.hm.com/en_us/women/products/tops.html","Long-sleeved Bodysuit","https://www2.hm.com/en_us/productpage.0662592007.html","Long-sleeved Bodysuit","$9.99","Bodysuit in ribbed jersey with a low-cut back, long sleeves, and concealed snap fasteners at gusset.","Cotton 92%, Elastane 8%","Long sleeve","STYLE
				
					Plunge Back","Dusky pink/black/white","Dusky pink/striped"
"1573261840-4817","https://www2.hm.com/en_us/women/products/tops.html","Wool Jersey Top","https://www2.hm.com/en_us/productpage.0776781001.html","Wool Jersey Top","$49.99","PREMIUM QUALITY. Fitted top in soft wool jersey.","Wool 100%","Short sleeve","STYLE
				
					Round Neck","Black","Black"
"1573261763-4795","https://www2.hm.com/en_us/women/products/tops.html","Top with Lace Details","https://www2.hm.com/en_us/productpage.0615141010.html","Top with Lace Details","$17.99","Long-sleeved, fitted top in ribbed jersey with a slight sheen. V-neck with taped trim front and back.","Polyester 95%, Elastane 5%","Long sleeve","STYLE
				
					V-neck","Blue-gray","Blue-gray"
"1573263302-5265","https://www2.hm.com/en_us/women/products/tops.html","Short-sleeved Lace Bodysuit","https://www2.hm.com/en_us/productpage.0790350001.html","Short-sleeved Lace Bodysuit","$39.99","Fitted bodysuit in lace with lower section in jersey. Opening and button at back of neck and short sleeves with scalloped edges. Seam at hips and snap fasteners at gusset. Partly lined.","Lace: Polyamide 100%","Short sleeve","STYLE
				
					Round Neck","Black","Black"
"1573263226-5239","https://www2.hm.com/en_us/women/products/tops.html","Crêped Jersey Top","https://www2.hm.com/en_us/productpage.0664074001.html","Crêped Jersey Top","$12.99","Straight-cut top in airy crêped jersey. Boat neckline and short sleeves with pleated trim.","Polyester 95%, Elastane 5%","Short sleeve","STYLE
				
					Boat Neck","Black","Black"
"1573261276-4651","https://www2.hm.com/en_us/women/products/tops.html","V-neck Cotton Tank Top","https://www2.hm.com/en_us/productpage.0773264003.html","V-neck Cotton Tank Top","$12.99","Fitted tank top in ribbed cotton jersey with a V-neck front and back.","Cotton 95%, Elastane 5%","Sleeveless","STYLE
				
					Tank Top
					V-neck","Yellow","Yellow"
"1573263238-5243","https://www2.hm.com/en_us/women/products/tops.html","Mock-turtleneck T-shirt","https://www2.hm.com/en_us/productpage.0763475003.html","Mock-turtleneck T-shirt","$17.99","PRINGLE OF SCOTLAND x H&M/CONSCIOUS. Straight, wide-cut T-shirt in soft, organic cotton jersey. Ribbed mock turtleneck and printed text design on sleeves.","Cotton 95%, Elastane 5%","Short sleeve","STYLE
				
					Mock Turtleneck","Black/cream","Black/Pringle"
"1573261706-4778","https://www2.hm.com/en_us/women/products/tops.html","Smocked Top","https://www2.hm.com/en_us/productpage.0804681001.html","Smocked Top","$29.99","Smocked top in woven fabric. Square neckline, short butterfly sleeves, and narrow ruffle trim at upper edge and at hem.","Cotton 95%, Elasterell-P 4%, Elastane 1%","Short sleeve","STYLE
				
					Smocking
					Butterfly Sleeve","Red","Red"
"1573262545-5036","https://www2.hm.com/en_us/women/products/tops.html","Seamless Tank Top","https://www2.hm.com/en_us/productpage.0841960001.html","Seamless Tank Top","$12.99","Fitted tank top in microfiber. Designed with minimum number of seams for a more comfortable fit and increased freedom of movement.","Polyamide 94%, Elastane 6%","Sleeveless","STYLE
				
					Tank Top","Dusty rose","Dusty rose/ribbed"
"1573260657-4466","https://www2.hm.com/en_us/women/products/tops.html","Satin Top with Rhinestones","https://www2.hm.com/en_us/productpage.0825801001.html","Satin Top with Rhinestones","$17.99","Camisole top in satin with a draped neckline and narrow, detachable shoulder straps in metal with rhinestones. Double layers at top.","Polyester 100%","Sleeveless","STYLE
				
					Draped
					Camisole Top","Black/silver-colored","Black"
"1573260740-4490","https://www2.hm.com/en_us/women/products/tops.html","Camisole Top with Smocking","https://www2.hm.com/en_us/productpage.0773980001.html","Camisole Top with Smocking","$14.99","Camisole top in cotton jersey. Smocking at top and narrow, tie-top shoulder straps.","Cotton 96%, Elastane 4%","Sleeveless","STYLE
				
					Smocking
					Camisole Top","Khaki green","Khaki green"
"1573260728-4486","https://www2.hm.com/en_us/women/products/tops.html","T-shirt","https://www2.hm.com/en_us/productpage.0717477001.html","T-shirt","$9.99","T-shirt in soft jersey with contrasting trim at neckline and cuffs.","Cotton 60%, Polyester 40%","Short sleeve","STYLE
				
					Round Neck","Black/white","Black"
"1573263789-5414","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Jersey Top","https://www2.hm.com/en_us/productpage.0784926001.html","Ribbed Jersey Top","$14.99","Fitted top in ribbed, stretch cotton jersey with a round neckline and long sleeves.","Cotton 95%, Elastane 5%","Long sleeve","STYLE
				
					Round Neck","Black","Black"
"1573263256-5250","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Jersey Top","https://www2.hm.com/en_us/productpage.0695457002.html","Ribbed Jersey Top","$14.99","Top in ribbed jersey with overlocked edges. Long sleeves with a double flounce at cuffs.","Cotton 60%, Polyester 40%","Long sleeve","","Black","Black"
"1573261390-4685","https://www2.hm.com/en_us/women/products/tops.html","Crinkled Camisole Top","https://www2.hm.com/en_us/productpage.0745219003.html","Crinkled Camisole Top","$14.99","Short, flared top in crinkled, woven viscose fabric. Narrow-cut at top, short shoulder straps, opening at back of neck with button, and trim at armholes.","Viscose 100%","Short","STYLE
				
					Camisole Top","Black","Black"
"1573261023-4577","https://www2.hm.com/en_us/women/products/tops.html","Short Mesh Top","https://www2.hm.com/en_us/productpage.0767573001.html","Short Mesh Top","$12.99","Short, fitted, long-sleeved top in airy mesh with a printed pattern.","Polyester 95%, Elastane 5%","Short","","Light khaki green","Light khaki green/patterned"
"1573263289-5261","https://www2.hm.com/en_us/women/products/tops.html","Puff-sleeved Jersey Bodysuit","https://www2.hm.com/en_us/productpage.0829717001.html","Puff-sleeved Jersey Bodysuit","$9.99","Fitted bodysuit in jersey. Slightly wider neckline, 3/4-length puff sleeves with gathered seams, and snap fasteners at gusset.","Polyester 91%, Elastane 9%","3/4 sleeve","STYLE
				
					Puff Sleeve","Black","Black/ribbed"
"1573262956-5160","https://www2.hm.com/en_us/women/products/tops.html","Short T-shirt","https://www2.hm.com/en_us/productpage.0411413002.html","Short T-shirt","$9.99","Short T-shirt in jersey with a chest pocket and short sleeves with sewn cuffs.","Cotton 100%","Short","","White","White"
"1573260643-4461","https://www2.hm.com/en_us/women/products/tops.html","Silk Camisole Top","https://www2.hm.com/en_us/productpage.0781488001.html","Silk Camisole Top","$59.99","PREMIUM QUALITY. V-neck camisole top in airy, crêped silk fabric with extra-narrow, adjustable shoulder straps.","Silk 100%","Sleeveless","STYLE
				
					Camisole Top
					V-neck","Light beige/black","Light beige/striped"
"1573263912-5452","https://www2.hm.com/en_us/women/products/tops.html","Jersey Top","https://www2.hm.com/en_us/productpage.0778064004.html","Jersey Top","$4.99","CONSCIOUS. Fitted top in soft, organic cotton jersey with short sleeves.","Cotton 95%, Elastane 5%","Short sleeve","STYLE
				
					Round Neck","Black","Black/ribbed"
"1573262934-5154","https://www2.hm.com/en_us/women/products/tops.html","Relaxed T-shirt","https://www2.hm.com/en_us/productpage.0762600005.html","Relaxed T-shirt","$19.99","Straight-cut T-shirt in soft jersey with a lightly brushed finish. Relaxed fit with dropped shoulders.","Polyester 62%, Viscose 34%, Elastane 4%","Short sleeve","STYLE
				
					Round Neck","Light pink","Light pink"
"1573263720-5395","https://www2.hm.com/en_us/women/products/tops.html","Long-sleeved Jersey Top","https://www2.hm.com/en_us/productpage.0316441005.html","Long-sleeved Jersey Top","$12.99","Long-sleeved top in soft jersey.","Cotton 95%, Elastane 5%","Long sleeve","","White","White"
"1573260946-4553","https://www2.hm.com/en_us/women/products/tops.html","V-neck Top","https://www2.hm.com/en_us/productpage.0768147003.html","V-neck Top","$17.99","Fitted, long-sleeved top in jersey. V-neck and covered metal ring at front.","Cotton 92%, Elastane 8%","Long sleeve","STYLE
				
					V-neck","Neon pink","Neon pink"
"1573262536-5033","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Wrapover Top","https://www2.hm.com/en_us/productpage.0745843001.html","Ribbed Wrapover Top","$17.99","Long-sleeved top in soft, ribbed jersey with a V-neck and wrapover front. Asymmetric hem at front.","Polyester 95%, Elastane 5%","Long sleeve","STYLE
				
					Wrapover
					V-neck","White","White"
"1573262444-5006","https://www2.hm.com/en_us/women/products/tops.html","T-shirt with Motif","https://www2.hm.com/en_us/productpage.0779852009.html","T-shirt with Motif","$29.99","T-shirt in thick cotton jersey with a motif at front.","Cotton 100%","Short sleeve","STYLE
				
					Round Neck","Light beige/cerise","Light beige/Empress"
"1573263863-5435","https://www2.hm.com/en_us/women/products/tops.html","Off-the-shoulder Sweater","https://www2.hm.com/en_us/productpage.0801336001.html","Off-the-shoulder Sweater","$24.99","Boxy, off-the-shoulder sweater in soft, knit chenille. Wide, foldover edge at top, long sleeves, and ribbing at cuffs and hem.","Polyamide 68%, Acrylic 31%, Elastane 1%","Long sleeve","STYLE
				
					Off-the-shoulder","White","White"
"1573261816-4809","https://www2.hm.com/en_us/women/products/tops.html","Long-sleeved Jersey Top","https://www2.hm.com/en_us/productpage.0687036008.html","Long-sleeved Jersey Top","$12.99","CONSCIOUS. Fitted, long-sleeved top in stretch organic cotton jersey with a round neckline.","Cotton 97%, Elastane 3%","Long sleeve","","White","White/striped"
"1573260662-4467","https://www2.hm.com/en_us/women/products/tops.html","Ribbed Tank Top","https://www2.hm.com/en_us/productpage.0754374003.html","Ribbed Tank Top","$9.99","Rib-knit tank top in a soft viscose blend with decorative buttons at front.","Polyester 55%, Viscose 45%","Sleeveless","STYLE
				
					Camisole Top","Light beige","Light beige"
"1573262737-5099","https://www2.hm.com/en_us/women/products/tops.html","Wool Jersey T-shirt","https://www2.hm.com/en_us/productpage.0812179001.html","Wool Jersey T-shirt","$49.99","PREMIUM QUALITY. Fitted T-shirt in wool jersey. Flatlock seams at front, ribbed neckline, and a rounded hem.","Wool 100%","Short sleeve","STYLE
				
					Round Neck","Black","Black"
"1573261768-4797","https://www2.hm.com/en_us/women/products/tops.html","Lace Top","https://www2.hm.com/en_us/productpage.0736678002.html","Lace Top","$24.99","Sleeveless top in lace with a low-cut back. Narrow shoulder straps that tie at back of neck. Jersey lining.","Lining: Polyester 94%, Elastane 6%","Sleeveless","","Black","Black"
"1573264001-5479","https://www2.hm.com/en_us/women/products/tops.html","Turtleneck Top","https://www2.hm.com/en_us/productpage.0563519008.html","Turtleneck Top","$17.99","Fitted turtleneck top in soft viscose jersey.","Viscose 95%, Elastane 5%","Long sleeve","STYLE
				
					Turtleneck","Black","Black"
"1573261572-4737","https://www2.hm.com/en_us/women/products/tops.html","Top with Low-cut Back","https://www2.hm.com/en_us/productpage.0774191003.html","Top with Low-cut Back","$9.99","Fitted top in stretch cotton jersey with low-cut neckline at back and short sleeves.","Cotton 95%, Elastane 5%","Short sleeve","STYLE
				
					Round Neck","Yellow/white","Yellow/white striped"
"1573262014-4868","https://www2.hm.com/en_us/women/products/tops.html","Mock-turtleneck Top","https://www2.hm.com/en_us/productpage.0733782001.html","Mock-turtleneck Top","$9.99","Short, fitted top in soft jersey with a mock turtleneck.","Cotton 95%, Elastane 5%","Short","STYLE
				
					Mock Turtleneck","Black","Black"
"1573263015-5177","https://www2.hm.com/en_us/women/products/tops.html","Cotton T-shirt","https://www2.hm.com/en_us/productpage.0610776033.html","Cotton T-shirt","$4.99","T-shirt in lightweight cotton jersey with a rounded hem. Slightly longer at back.","Cotton 100%","Front: Length: 63.0 cm (Size M) – cm = unitofmeasure","","Natural white","Natural white/dotted"
"1573260673-4470","https://www2.hm.com/en_us/women/products/tops.html","Tie-detail Camisole Top","https://www2.hm.com/en_us/productpage.0743205001.html","Tie-detail Camisole Top","$14.99","Short, V-neck top with smocking and ties at back and narrow, adjustable shoulder straps. Lined at front.","Lining: Viscose 100%","Short","STYLE
				
					Smocking
					Camisole Top
					V-neck","Light yellow/dark green/dusky green/pink/apricot","Light yellow/leaf-patterned"
