web-scraper-order,web-scraper-start-url,link,link-href,title,price,colour,description,material
"1573334444-13415","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","JOGGERS WITH RHINESTONE SIDE TAPING","https://www.zara.com/sg/en/joggers-with-rhinestone-side-taping-p01971156.html","JOGGERS WITH RHINESTONE SIDE TAPING Details","S$ 59.90","beige","Loose-fitting high-waist trousers with an elastic inner waistband. Featuring front patch pockets, rhinestone-appliquéd side taping and cuffed elastic hems. 

MODEL HEIGHT: 177 CM

JOIN LIFE
Care for fiber: TENCEL™ Lyocell. 
TENCEL™ is made from wood grown in sustainably managed forests that guarantee their reforestation and is produced in a closed cycle that is environmentally and water friendly.","null"
"1573334513-13435","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","TROUSERS WITH XL POCKETS","https://www.zara.com/sg/en/trousers-with-xl-pockets-p01165720.html","TROUSERS WITH XL POCKETS Details","S$ 49.90","Black","High waist trousers with an elastic waistband. Featuring buttoned patch pockets on the front and side vents at the hems.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573333675-13191","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","RELAX FIT RIPPED JEANS","https://www.zara.com/sg/en/relax-fit-ripped-jeans-p01889164.html","RELAX FIT RIPPED JEANS Details","S$ 69.90","Mid-blue","Faded high waist jeans featuring a five-pocket design, ripped detail on the front, adjustable hems with snap buttons and zip fly and metal top button fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573330012-12071","https://www.zara.com/sg/en/woman-suits-l1437.html?v1=1281679","HOUNDSTOOTH BLAZER","https://www.zara.com/sg/en/houndstooth-blazer-p08448267.html","HOUNDSTOOTH BLAZER Details","S$ 139.00","Multicoloured","Blazer with a lapel collar and long sleeves. Featuring front flap pockets, a chest welt pocket, back vent and button fastening in the front. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573335014-13575","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","CHECK CULOTTES","https://www.zara.com/sg/en/check-culottes-p08119250.html","CHECK CULOTTES Details","S$ 69.90","Dark grey","High waist wide-leg trousers with invisible zip fastening on the side.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573342287-15764","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","FAUX LEATHER JACKET","https://www.zara.com/sg/en/faux-leather-jacket-p03046242.html","FAUX LEATHER JACKET Details","S$ 69.90","Black","Jacket with a round neckline and long sleeves. Featuring front zip pockets, a flared hem and a metal zip-up front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573330046-12084","https://www.zara.com/sg/en/woman-basics-l1050.html?v1=1282128","null","","","","","",""
"1573339423-14945","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","ANIMAL PRINT JUMPSUIT WITH KNOT","https://www.zara.com/sg/en/animal-print-jumpsuit-with-knot-p07989171.html","ANIMAL PRINT JUMPSUIT WITH KNOT Details","S$ 69.90","Leopard","Flowing jumpsuit with a V-neckline and thin straps. Featuring a decorative front knot, a wide-leg fit and in-seam zip fastening at the back. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573332492-12846","https://www.zara.com/sg/en/woman-skirts-l1299.html?v1=1281622","FLORAL PRINT SKIRT","https://www.zara.com/sg/en/floral-print-skirt-p07563040.html","FLORAL PRINT SKIRT Details","S$ 89.90","Black","Flowing skirt with side fastening hidden in the seam.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573336303-13990","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","WOOL AND CASHMERE SWEATER","https://www.zara.com/sg/en/wool-and-cashmere-sweater-p09598182.html","WOOL AND CASHMERE SWEATER Details","S$ 119.00","Mid-grey","Sweater in a wool, cashmere and Tencel™ blend. Featuring a high neck and long sleeves.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: TENCEL™ Lyocell. 
TENCEL™ is made from wood grown in sustainably managed forests that guarantee their reforestation and is produced in a closed cycle that is environmentally and water friendly.","null"
"1573341234-15441","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","COMBINED DRESS","https://www.zara.com/sg/en/combined-dress-p04886461.html","COMBINED DRESS Details","S$ 59.90","Black","Round neck dress with short sleeves and matching fabric detail.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573334957-13559","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","BAGGY CORDUROY TROUSERS","https://www.zara.com/sg/en/baggy-corduroy-trousers-p08552919.html","BAGGY CORDUROY TROUSERS Details","S$ 59.90","Khaki","Mid-waist trousers with an elastic waistband. Featuring front patch pockets, false jetted back pockets and decorative buttons on the front. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573333282-13081","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","null","","","","","",""
"1573339868-15063","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","HOUNDSTOOTH DRESS","https://www.zara.com/sg/en/houndstooth-dress-p04437256.html","HOUNDSTOOTH DRESS Details","S$ 119.00","Black / White","Long dress featuring a round neckline, V-neckline in the back, short puff sleeves, matching belt detail, hem with back vent and invisible back zip fastening.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573336038-13924","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","JACQUARD CARDIGAN","https://www.zara.com/sg/en/jacquard-cardigan-p05802105.html","JACQUARD CARDIGAN Details","S$ 89.90","Brown","Knit V-neck cardigan with a lapel collar, long sleeves and button fastening at the front. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573337865-14436","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","STRIPED BLOUSE WITH LOOSE-FITTING NECKLINE","https://www.zara.com/sg/en/striped-blouse-with-loose-fitting-neckline-p08183405.html","STRIPED BLOUSE WITH LOOSE-FITTING NECKLINE Details","S$ 69.90","Blue/White","Blouse featuring a loose-fitting high neck with snap button and adjustable long sleeves with button.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.","null"
"1573335247-13721","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","TOP WITH WIDE NECKLINE","https://www.zara.com/sg/en/top-with-wide-neckline-p05536102.html","TOP WITH WIDE NECKLINE Details","S$ 45.90","Brown / Taupe","Knit top with a wide neckline, long sleeves and ribbed trims. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573330441-12245","https://www.zara.com/sg/en/woman-sweatshirts-l1320.html?v1=1281548","CONTRAST SWEATSHIRT","https://www.zara.com/sg/en/contrast-sweatshirt-p04770641.html","CONTRAST SWEATSHIRT Details","S$ 69.90","032","Sweatshirt with a round neckline and long sleeves in a contrasting fabric.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573335647-13821","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","V-NECK SWEATER","https://www.zara.com/sg/en/v-neck-sweater-p09598115.html","V-NECK SWEATER Details","S$ 49.90","White","Long sleeve V-neck sweater.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573342964-15987","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","HOODED COAT","https://www.zara.com/sg/en/hooded-coat-p02348666.html","HOODED COAT Details","S$ 159.00","Black","Coat with a raised collar and hood with a detachable faux fur trim. Featuring long sleeves, side pockets and front patch pockets with flaps. Front zip fastening hidden by a placket and snap buttons. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573342091-15712","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","CONTRAST PUFFER JACKET","https://www.zara.com/sg/en/contrast-puffer-jacket-p00068221.html","CONTRAST PUFFER JACKET Details","S$ 119.00","Black","Jacket with high neck knitted matching collar and long sleeves with ribbed cuffs. Featuring front welt pockets, contrast interior lining, adjustable drawstring hem and double front metal zip fastening. 

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: 100% recycled polyester filling.
Recycled polyester is made from recycled plastic bottles and consumes less water, less energy and fewer natural resources.","null"
"1573342645-15895","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","COAT WITH POCKETS","https://www.zara.com/sg/en/coat-with-pockets-p07951515.html","COAT WITH POCKETS Details","S$ 299.00","Light tan","Coat made of a wool and cotton blend. Featuring front flap pockets, back vent at the hem and concealed button fastening on the front. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573341840-15648","https://www.zara.com/sg/en/woman-jackets-l1114.html?v1=1281623","BELTED JACKET","https://www.zara.com/sg/en/belted-jacket-p06318230.html","BELTED JACKET Details","S$ 89.90","Khaki","Jacket with a lapel collar and long sleeves. Featuring front welt pockets, chest patch pockets, a matching fabric belt, frayed hem and button-up fastening. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573340478-15228","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","PRINTED DRESS","https://www.zara.com/sg/en/printed-dress-p00003307.html","PRINTED DRESS Details","S$ 89.90","Black","Midi dress with a shirt collar and sleeves falling below the elbow. Featuring an asymmetric hem with ruffle trims and a henley button placket.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: EcoVeroTMViscose. 
EcoVeroTM is certified by the EU Ecolabel and meets the strictest environmental standards in the European Union, from the raw materials to manufacturing, helping us take care of the environment.","null"
"1573334582-13453","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","FAUX LEATHER TROUSERS","https://www.zara.com/sg/en/faux-leather-trousers-p02969269.html","FAUX LEATHER TROUSERS Details","S$ 69.90","Black","Mid-waist trousers with front pockets. Featuring an elastic waist with adjustable drawstrings and elastic cuffs.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573330046-12094","https://www.zara.com/sg/en/woman-basics-l1050.html?v1=1282128","null","","","","","",""
"1573336501-14062","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","null","","","","","",""
"1573335941-13900","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","PUFF SLEEVE DRESS","https://www.zara.com/sg/en/puff-sleeve-dress-p03519102.html","PUFF SLEEVE DRESS Details","S$ 69.90","Navy blue","Knit dress with long puff sleeves and a V-neckline. Ribbed trims and metal button fastening in the front. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573339491-14961","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","BUTTONED TEXTURED PLAYSUIT","https://www.zara.com/sg/en/buttoned-textured-playsuit-p00017205.html","BUTTONED TEXTURED PLAYSUIT Details","S$ 59.90","Black","V-neck playsuit with thin adjustable straps, an elastic waistband and front button fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573330046-12098","https://www.zara.com/sg/en/woman-basics-l1050.html?v1=1282128","null","","","","","",""
"1573340920-15349","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","RUFFLED SATIN DRESS","https://www.zara.com/sg/en/ruffled-satin-dress-p00097225.html","RUFFLED SATIN DRESS Details","S$ 69.90","Maroon","Dress with a V-neckline, long puff sleeves, elastic cuffs, an elastic waist with front knot and ruffled hem. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573338917-14770","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","DRAPED TOP","https://www.zara.com/sg/en/draped-top-p08841559.html","DRAPED TOP Details","S$ 49.90","Navy blue","Long sleeve top with a draped neckline. Gathered detail on the front and in-seam side zip fastening. 

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573342733-15918","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","FAUX SHEARLING COAT","https://www.zara.com/sg/en/faux-shearling-coat-p07973246.html","FAUX SHEARLING COAT Details","S$ 159.00","Black","Short coat with a lapel collar, long sleeves, front welt pockets and front button fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573329793-12007","https://www.zara.com/sg/en/woman-suits-l1437.html?v1=1281679","CHECK TROUSERS","https://www.zara.com/sg/en/check-trousers-p09929229.html","CHECK TROUSERS Details","S$ 69.90","Grey","High waist trousers with front pockets and false rear welt pockets. Featuring front darts and cuffed hems with snap buttons. Fastening with metal hook, inside button and zip fly fastening. 

HEIGHT OF MODEL: 177 CM / 69.6″","null"
"1573336243-13974","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","SLEEVELESS KNIT TOP","https://www.zara.com/sg/en/sleeveless-knit-top-p00014109.html","SLEEVELESS KNIT TOP Details","S$ 45.90","Black","Sleeveless knit top with a high neck. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573335255-13723","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","RUFFLED KNIT TOP","https://www.zara.com/sg/en/ruffled-knit-top-p04331108.html","RUFFLED KNIT TOP Details","S$ 49.90","Ecru","V-neck knit top with thin straps and ruffle trims.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573331342-12537","https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620","CAPE SLEEVE BODYSUIT","https://www.zara.com/sg/en/cape-sleeve-bodysuit-p04770637.html","CAPE SLEEVE BODYSUIT Details","S$ 45.90","Mink","Bodysuit with a surplice V-neckline, short full sleeves and snap-button fastening at the bottom.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573342588-15879","https://www.zara.com/sg/en/woman-outerwear-l1184.html?v1=1281618","COAT WITH HIGH COLLAR","https://www.zara.com/sg/en/coat-with-high-collar-p08263744.html","COAT WITH HIGH COLLAR Details","S$ 229.00","Black","Coat made of a wool blend. Featuring a high collar, long sleeves, front flap pockets and double-breasted button fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573334441-13414","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","WIDE DRAPEY TROUSERS","https://www.zara.com/sg/en/wide-drapey-trousers-p07901859.html","WIDE DRAPEY TROUSERS Details","S$ 45.90","Beige","High waist trousers with an elastic waistband.

HEIGHT OF MODEL: 177 cm. / 5′ 9″","null"
"1573335162-13622","https://www.zara.com/sg/en/woman-trousers-l1335.html?v1=1281627","PYJAMA TROUSERS","https://www.zara.com/sg/en/pyjama-trousers-p08812434.html","PYJAMA TROUSERS Details","S$ 69.90","Grey","High-waist trousers with a straight leg and elastic waistband. Featuring front pockets and visible front seams.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573333922-13255","https://www.zara.com/sg/en/woman-jeans-l1119.html?v1=1281624","WIDE-LEG JEANS","https://www.zara.com/sg/en/wide-leg-jeans-p06688247.html","WIDE-LEG JEANS Details","S$ 69.90","Grey","High waist jeans with a wide-leg and five-pocket design. Made of stiff faded-effect fabric with seamless hems and zip fly and metal top button fastening.

HEIGHT OF MODEL: 177 CM / 5′ 9″

JOIN LIFE
Care for fiber: at least 15% recycled cotton. 
Producing recycled fabrics has a lower environmental impact by consuming less water, less energy and fewer natural resources.","null"
"1573336902-14186","https://www.zara.com/sg/en/woman-shirts-l1217.html?v1=1281626","SATIN BLOUSE WITH TIED BOW DETAIL","https://www.zara.com/sg/en/satin-blouse-with-tied-bow-detail-p03666152.html","SATIN BLOUSE WITH TIED BOW DETAIL Details","S$ 49.90","Emerald","Loose-fitting V-neck blouse with a tie in the same fabric, sleeves falling below the elbow and gathering at the shoulders. 

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573335407-13759","https://www.zara.com/sg/en/woman-knitwear-l1152.html?v1=1281621","POINTELLE KNIT DRESS","https://www.zara.com/sg/en/pointelle-knit-dress-p06771121.html","POINTELLE KNIT DRESS Details","S$ 69.90","White","Dress with a round neckline and long sleeves. Featuring matching ruffle trims, a flared hem and lining.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573329878-12031","https://www.zara.com/sg/en/woman-suits-l1437.html?v1=1281679","FLARED TROUSERS","https://www.zara.com/sg/en/flared-trousers-p08135703.html","FLARED TROUSERS Details","S$ 89.90","Camel","Mid waist trousers with front pockets and rear welt pockets. Featuring flared hems and metal hook, inside button and zip fastening in the front.

HEIGHT OF MODEL: 177 CM / 5′ 9″","null"
"1573330697-12321","https://www.zara.com/sg/en/woman-sweatshirts-l1320.html?v1=1281548","SOFT-TOUCH SWEATSHIRT","https://www.zara.com/sg/en/soft-touch-sweatshirt-p01198628.html","SOFT-TOUCH SWEATSHIRT Details","S$ 45.90","Oyster White","Sweatshirt with a high neck and long sleeves. 

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
"1573340216-15153","https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625","LIMITED EDITION SEQUINNED DRESS","https://www.zara.com/sg/en/limited-edition-sequinned-dress-p02488123.html","LIMITED EDITION SEQUINNED DRESS Details","S$ 229.00","Golden","V-neck dress with thin straps. Featuring matching sequin appliqués and invisible side zip fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″","null"
