web-scraper-order,web-scraper-start-url,link,link-href,title,price,description,material,size,style,colour,colour2
"1573231593-3802","https://www2.hm.com/en_us/women/products/dresses.html","Chiffon Dress","https://www2.hm.com/en_us/productpage.0777628004.html","Chiffon Dress","$49.99","Long dress in airy, lightly crinkled chiffon with a printed pattern. Narrow stand-up collar, buttons at top, and long sleeves with covered, elasticized cuffs. Gathered seam at waist and skirt with flounce at hem. Jersey liner dress with a V-neck and narrow, adjustable shoulder straps.","Polyester 100%","Long","STYLE
				
					Stand-up Collar","Beige/black","Beige/leopard print"
"1573239904-4040","https://www2.hm.com/en_us/women/products/dresses.html","Chiffon Dress with Lace","https://www2.hm.com/en_us/productpage.0790315002.html","Chiffon Dress with Lace","$39.99","Short dress in crêped chiffon with inset lace trim. Opening at back of neck with button, 3/4-length sleeves with flounce at cuffs, seam at the waist, and a flared skirt. Concealed side zip. Lined.","Polyester 100%","Sleeve: Length: 39.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Round Neck
					Keyhole","Black/red/white/light pink/khaki green","Black/floral"
"1573244914-4174","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Dress","https://www2.hm.com/en_us/productpage.0792851002.html","V-neck Dress","$17.99","Short, fitted dress in stretch fabric. V-neck, decorative knot detail at front, and long sleeves.","Polyamide 78%, Metallized fiber 17%, Elastane 5%","Sleeve: Length: 59.2 cm (Size M) – cm = unitofmeasure","STYLE
				
					V-neck","Black/silver-colored","Black/silver-colored"
"1573232075-3816","https://www2.hm.com/en_us/women/products/dresses.html","Rib-knit Dress","https://www2.hm.com/en_us/productpage.0771822002.html","Rib-knit Dress","$49.99","Short, relaxed-fit dress in a soft rib knit with wool content. Dropped shoulders, long, wide sleeves, and slits at sides. Ribbing at neckline, cuffs, and hem.","Acrylic 63%, Polyamide 32%, Wool 5%","Front: Length: 97.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Sweater Dress
					Crew-neck","Light beige melange","Light beige melange"
"1573251169-4343","https://www2.hm.com/en_us/women/products/dresses.html","Puff-sleeved Velour Dress","https://www2.hm.com/en_us/productpage.0835045002.html","Puff-sleeved Velour Dress","$49.99","Short, fitted dress in crinkled velour with a stand-up collar and concealed zip at back. Long puff sleeves with reinforced organza shoulder sections for added volume and a pleat at cuffs.","Polyester 93%, Elastane 7%","Short","STYLE
				
					Puff Sleeve
					Stand-up Collar","Pink","Pink"
"1573228491-3717","https://www2.hm.com/en_us/women/products/dresses.html","Tie-detail Dress","https://www2.hm.com/en_us/productpage.0753724004.html","Tie-detail Dress","$19.99","Short dress in woven fabric with 3/4-length sleeves and cuffs with opening and ties. Gently rounded hem. Unlined.","Viscose 100%","Shoulder: Width: 39.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Round Neck","Dark blue/white","Dark blue/patterned"
"1573228006-3700","https://www2.hm.com/en_us/women/products/dresses.html","Ribbed Dress","https://www2.hm.com/en_us/productpage.0732671004.html","Ribbed Dress","$29.99","Sleeveless, calf-length dress in a soft, ribbed viscose-blend fabric. Slightly lower-cut neckline at front.","Viscose 42%, Acrylic 42%, Polyamide 16%","Midi","STYLE
				
					Round Neck","Dark brown","Dark brown"
"1573236099-3933","https://www2.hm.com/en_us/women/products/dresses.html","Butterfly-sleeved Dress","https://www2.hm.com/en_us/productpage.0743483002.html","Butterfly-sleeved Dress","$39.99","Short, V-neck dress in airy, crinkled fabric. Flounce trim at neckline, short butterfly sleeves, and an elasticized seam at waist. Lined.","Polyester 100%","Back: Length: 91.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Butterfly Sleeve
					V-neck","White/green","White/green patterned"
"1573232111-3817","https://www2.hm.com/en_us/women/products/dresses.html","Fitted Jersey Dress","https://www2.hm.com/en_us/productpage.0746170008.html","Fitted Jersey Dress","$12.99","Sleeveless, fitted, knee-length dress in ribbed jersey made from a viscose blend.","Viscose 95%, Elastane 5%","Back: Length: 94.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Fitted","Blue/white","Blue/white striped"
"1573250216-4317","https://www2.hm.com/en_us/women/products/dresses.html","Chiffon Dress","https://www2.hm.com/en_us/productpage.0807922001.html","Chiffon Dress","$34.99","Short dress in airy chiffon. V-neck trimmed with a flounce extending to waist. Long sleeves with buttons at cuffs and an elasticized waistband. Lined.","Polyester 100%","Back: Length: 92.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					V-neck","Black","Black"
"1573247445-4242","https://www2.hm.com/en_us/women/products/dresses.html","Rib-knit Dress","https://www2.hm.com/en_us/productpage.0738883001.html","Rib-knit Dress","$34.99","Fitted, calf-length dress in soft, rib-knit fabric. Low-cut neckline at front, long sleeves, and high slit at hem.","Viscose 70%, Polyamide 30%","Back: Length: 120.0 cm (Size M) – cm = unitofmeasure","STYLE
				
					Low-cut Neckline","Black","Black"
"1573251927-4364","https://www2.hm.com/en_us/women/products/dresses.html","Rib-knit Dress","https://www2.hm.com/en_us/productpage.0781672001.html","Rib-knit Dress","$49.99","Fitted, calf-length dress in a soft rib knit. V-neck, buttons at front, and long sleeves. Removable tie belt at waist.","Viscose 56%, Polyester 29%, Polyamide 15%","Midi","STYLE
				
					V-neck","Dark blue","Dark blue"
"1573227237-3676","https://www2.hm.com/en_us/women/products/dresses.html","Fitted Dress","https://www2.hm.com/en_us/productpage.0681175006.html","Fitted Dress","$17.99","Fitted dress in soft fabric with a round neckline, long sleeves, and ribbing at neckline.","Panels: Polyester 95%, Elastane 5%","Short","STYLE
				
					Fitted","Black/white/neon yellow","Black/Sassy"
"1573245555-4191","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0760214002.html","Dress with Tie Belt","$39.99","Short dress in woven viscose fabric. Wide neckline, long sleeves with narrow, elasticized cuffs, and removable tie belt at waist. Unlined.","Viscose 100%","Shoulder: Width: 41.3 cm (Size 8) – cm = unitofmeasure","","Black","Black"
"1573250551-4326","https://www2.hm.com/en_us/women/products/dresses.html","Jacket Dress","https://www2.hm.com/en_us/productpage.0700115001.html","Jacket Dress","$34.99","Double-breasted dress in woven fabric. Notched lapels, V-neck, wrapover front, long sleeves, and concealed side zip. Unlined.","Viscose 100%","Sleeve: Length: 59.0 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Black","Black"
"1573236064-3932","https://www2.hm.com/en_us/women/products/dresses.html","Draped Jersey Dress","https://www2.hm.com/en_us/productpage.0611235003.html","Draped Jersey Dress","$24.99","Calf-length jersey dress with draped sides, cap sleeves with sewn cuffs, and gathers at one side.","Cotton 50%, Viscose 46%, Elastane 4%","Midi","STYLE
				
					Draped
					Cap sleeve","Dark khaki green","Dark khaki green"
"1573240684-4061","https://www2.hm.com/en_us/women/products/dresses.html","One-shoulder Dress","https://www2.hm.com/en_us/productpage.0806007001.html","One-shoulder Dress","$49.99","Short, one-shoulder dress in faux leather. Concealed side zip, seam at waist, and one shoulder strap with a knot detail.","Polyester 100%","Short","STYLE
				
					One-shoulder","Black","Black"
"1573252263-4373","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Embroidery","https://www2.hm.com/en_us/productpage.0795776001.html","Dress with Embroidery","$49.99","Calf-length dress in embroidered mesh. Smocked collar with ruffles, opening at back of neck with buttons, and long raglan sleeves with wide, smocked cuffs. Smocked seam at waist with ruffle trim. V-neck liner dress in airy jersey with extra-narrow, adjustable shoulder straps.","Polyamide 100%","Front: Length: 106.4 cm (Size M) – cm = unitofmeasure","STYLE
				
					Smocking
					Raglan Sleeve
					Keyhole","Black","Black"
"1573251276-4346","https://www2.hm.com/en_us/women/products/dresses.html","Fitted Dress","https://www2.hm.com/en_us/productpage.0789150001.html","Fitted Dress","$39.99","Short, gently fitted dress in woven stretch fabric. Decorative buttons on one shoulder, concealed zip and small slit at back, and 3/4-length sleeves with decorative buttons at cuffs. Jersey lining.","Polyester 67%, Viscose 32%, Elastane 1%","Short","STYLE
				
					Round Neck","Beige/orange/black/white","Beige/checked"
"1573242880-4120","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Tie Belt","https://www2.hm.com/en_us/productpage.0797002001.html","Dress with Tie Belt","$34.99","Sleeveless, knee-length dress in softly draped jersey. Small stand-up collar, opening at back of neck with covered buttons, and pleats at shoulder seams to create draping at top. Removable tie belt at waist. Unlined.","Polyester 95%, Elastane 5%","Front: Length: 95.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Draped
					Stand-up Collar","Black","Black"
"1573255079-4450","https://www2.hm.com/en_us/women/products/dresses.html","Dress with Smocking","https://www2.hm.com/en_us/productpage.0819137001.html","Dress with Smocking","$49.99","Dress in airy, smocked jersey made from recycled polyester. Fitted at top, round neckline, and long sleeves with a flounce at cuffs. Seam at hips and wide-cut skirt.","Polyester 100%","Midi","STYLE
				
					Smocking
					Round Neck
					Trumpet Sleeve","Dark green/black/cream","Dark green/snakeskin-patterned"
"1573225684-3629","https://www2.hm.com/en_us/women/products/dresses.html","Off-the-shoulder Dress","https://www2.hm.com/en_us/productpage.0756350002.html","Off-the-shoulder Dress","$29.99","Short, off-the-shoulder blouse in woven fabric with a printed pattern. Smocked bodice with elasticized upper edge. Short sleeves.","Viscose 100%","Short","STYLE
				
					Smocking
					Off-the-shoulder","Black/red/pink/green","Black/floral"
"1573243980-4149","https://www2.hm.com/en_us/women/products/dresses.html","Flounce-sleeved Dress","https://www2.hm.com/en_us/productpage.0690193008.html","Flounce-sleeved Dress","$24.99","Short dress in woven fabric. Round neckline with opening and button at back of neck. 3/4-length sleeves with flounces at cuffs.","Polyester 97%, Elastane 3%","Back: Length: 86.5 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Round Neck
					Keyhole
					Flounced Sleeve","Emerald green","Emerald green"
"1573248512-4271","https://www2.hm.com/en_us/women/products/dresses.html","Wrap Dress","https://www2.hm.com/en_us/productpage.0803996003.html","Wrap Dress","$34.99","Short, V-neck dress in satin with a sheen. Sewn wrapover front, pleats at front, and seam at waist with elastic at back. Long sleeves with buttons at cuffs. Lined bodice.","Lining: Polyester 100%","Shoulder: Width: 39.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Wrapover
					V-neck","Dark yellow","Dark yellow"
"1573254138-4424","https://www2.hm.com/en_us/women/products/dresses.html","Wide-cut Dress","https://www2.hm.com/en_us/productpage.0787235001.html","Wide-cut Dress","$49.99","Long, wide-cut dress in pattern-weave viscose fabric. Collar, buttons at top, and long, wide sleeves with narrow, elasticized cuffs. Gathered seam at waist and wide flounce at lower section of skirt. Unlined.","Viscose 100%","Back: Length: 128.0 cm (Size 8) – cm = unitofmeasure","","Black","Black"
"1573236816-3953","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Dress","https://www2.hm.com/en_us/productpage.0717779006.html","V-neck Dress","$34.99","Calf-length dress in woven viscose fabric with a V-neck and notched lapels. Concealed buttons at front, long, gently-gathered sleeves, and cuffs with buttons. Removable belt with metal D-rings. Unlined.","Viscose 100%","Back: Length: 120.1 cm (Size 8) – cm = unitofmeasure","STYLE
				
					V-neck","Light beige","Light beige"
"1573238878-4012","https://www2.hm.com/en_us/women/products/dresses.html","Jersey Dress","https://www2.hm.com/en_us/productpage.0671217014.html","Jersey Dress","$17.99","Short, fitted dress in thick jersey with a printed pattern. Short sleeves and ribbing at neckline.","Cotton 95%, Elastane 5%","Sleeve: Length: 16.5 cm (Size M) – cm = unitofmeasure","STYLE
				
					Fitted","Red/black/blue/yellow/white","Red/black plaid"
"1573236386-3941","https://www2.hm.com/en_us/women/products/dresses.html","Shirt Dress","https://www2.hm.com/en_us/productpage.0796461001.html","Shirt Dress","$34.99","Knee-length shirt dress in woven viscose fabric with a printed pattern. Collar, buttons at front, and yoke at back with pleat. Removable belt at waist and high slits at sides. Unlined.","Viscose 100%","Midi","STYLE
				
					Shirt Dress
					Turn-down Collar","Khaki green/black","Khaki green/leopard print"
"1573234186-3880","https://www2.hm.com/en_us/women/products/dresses.html","Crêped Dress","https://www2.hm.com/en_us/productpage.0784396004.html","Crêped Dress","$24.99","Short dress in woven, crêped fabric. Shaped neckline with gathers at top and elastication at back. Long sleeves with elasticized shoulders and cuffs. Seam at waist, concealed side zip, and gently flared skirt. Unlined.","Polyester 97%, Elastane 3%","Sleeve: Length: 67.7 cm (Size 6) – cm = unitofmeasure","STYLE
				
					Sweetheart Neckline","Black","Black"
"1573239597-4032","https://www2.hm.com/en_us/women/products/dresses.html","Corduroy Velour Dress","https://www2.hm.com/en_us/productpage.0793395002.html","Corduroy Velour Dress","$29.99","Short, fitted dress in corduroy velour with a square neckline and wide shoulder straps. Concealed side zip, seam at waist, and flared skirt with decorative buttons. Two slits at front. Unlined.","Polyester 95%, Elastane 5%","Short","STYLE
				
					Jumper","Light turquoise","Light turquoise"
"1573251562-4354","https://www2.hm.com/en_us/women/products/dresses.html","Chiffon Dress","https://www2.hm.com/en_us/productpage.0830166004.html","Chiffon Dress","$69.99","Long dress in airy chiffon. Low-cut V-neck with a concealed hook-and-eye fastener at lower edge. Gathers at shoulders for a gently draped effect, long balloon sleeves, and narrow cuffs with a covered button. Seam with narrow, concealed elastic at waist and a gently flared skirt.","Polyester 100%","Back: Length: 133.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Draped
					V-neck","Black/gold-colored","Black/gold-colored pattern"
"1573234620-3892","https://www2.hm.com/en_us/women/products/dresses.html","Cut-out Dress","https://www2.hm.com/en_us/productpage.0757709005.html","Cut-out Dress","$34.99","Calf-length dress in crinkled jersey. Narrow, adjustable shoulder straps, cut-out section at front with knot detail, and seam below bust. A-line skirt. Lined bodice.","Polyester 99%, Elastane 1%","Midi","STYLE
				
					Cut-out
					A-line","Light green","Light green"
"1573252336-4375","https://www2.hm.com/en_us/women/products/dresses.html","Lyocell-blend Dress","https://www2.hm.com/en_us/productpage.0779956001.html","Lyocell-blend Dress","$129.00","PREMIUM QUALITY. Sleeveless, calf-length dress in airy woven fabric made from a Tencel® lyocell blend with linen content. Decorative gathers on shoulders, gathered yoke at back, and seam at hips. Seam at lower skirt with a flounce. V-neck liner dress in woven Tencel® lyocell fabric with narrow shoulder straps with concealed snap fastener for detaching liner dress.","Lyocell 66%, Polyester 25%, Linen 9%","Back: Length: 123.0 cm (Size 8) – cm = unitofmeasure","STYLE
				
					V-neck","Dark pink","Dark pink"
"1573238500-4001","https://www2.hm.com/en_us/women/products/dresses.html","Crêped Shirt Dress","https://www2.hm.com/en_us/productpage.0680671004.html","Crêped Shirt Dress","$24.99","Short dress in woven, crêped fabric. Collar, gathered yoke at back, buttons at front, and long sleeves with buttons at cuffs. Rounded hem. Unlined.","Polyester 100%","Back: Length: 86.5 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Shirt Dress","Light blue/white striped","Light blue/white striped"
"1573240648-4060","https://www2.hm.com/en_us/women/products/dresses.html","One-shoulder Dress","https://www2.hm.com/en_us/productpage.0751930001.html","One-shoulder Dress","$39.99","Short, fitted one-shoulder dress in thick jersey. Tie detail at top of shoulder strap. Lined.","Cotton 94%, Elastane 6%","Short","STYLE
				
					One-shoulder
					Fitted","Black","Black"
"1573225021-3610","https://www2.hm.com/en_us/women/products/dresses.html","T-shirt Dress","https://www2.hm.com/en_us/productpage.0681178006.html","T-shirt Dress","$17.99","Short dress in jersey with a round neckline, dropped shoulders, and short sleeves.","Cotton 100%","Short","STYLE
				
					Round Neck
					T-shirt Dress","Black","Black/NASA"
"1573230619-3775","https://www2.hm.com/en_us/women/products/dresses.html","Long-sleeved Dress","https://www2.hm.com/en_us/productpage.0700722001.html","Long-sleeved Dress","$24.99","Short dress in woven fabric. Round neckline with pleats, opening at back of neck with concealed button, and long sleeves. Straight-cut hem. Unlined.","Polyester 100%","Sleeve: Length: 60.2 cm (Size 8) – cm = unitofmeasure","","Black","Black"
"1573252677-4384","https://www2.hm.com/en_us/women/products/dresses.html","Tiered Wrap-front Dress","https://www2.hm.com/en_us/productpage.0827955002.html","Tiered Wrap-front Dress","$59.99","V-neck dress in woven fabric. Wrapover front with concealed fastening, concealed side zip, and long puff sleeves with covered buttons at cuffs. Skirt with two tiered flounces.","Polyester 100%","Shoulder: Width: 39.8 cm (Size 8) – cm = unitofmeasure","STYLE
				
					Puff Sleeve
					Wrapover
					V-neck","Black/gold-colored","Black/gold-colored pattern"
"1573229634-3748","https://www2.hm.com/en_us/women/products/dresses.html","V-neck Chiffon Dress","https://www2.hm.com/en_us/productpage.0779974003.html","V-neck Chiffon Dress","$59.99","Calf-length dress in chiffon with a printed pattern. V-neck, short puff sleeves, and narrow smocking at shoulders, below bust and at back. Shorter, V-neck jersey liner dress with narrow shoulder straps.","Polyester 100%","Midi","STYLE
				
					Smocking
					Puff Sleeve
					V-neck","Cream/black","Cream/black dotted"
