web-scraper-order,web-scraper-start-url,link,link-href,title,price,color,description,material
"1573665957-3059","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN AIRism UV Cut Seamless Stole Cardigan","https://www.uniqlo.com/sg/store/women-airism-uv-cut-seamless-stole-cardigan-4213560015.html","WOMEN AIRism UV Cut Seamless Stole Cardigan","S$29.90","Color: COL06 GRAY","Cool Touch fabric provides instant cool comfort. 
- Dries quickly in sweaty situations or after washing thanks to DRY technology. 
- UV Cut feature protects the skin from ultraviolet rays. 
- UPF (ultraviolet protection factor) of 40.
- Material with a natural cotton-like texture plus performance features and a lovely, feminine drape.


                            
                                                
                          
                              MATERIAL
                79% Polyester, 16% Lyocell, 5% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","79% Polyester, 16% Lyocell, 5% Spandex"
"1573665186-2761","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Disney Frozen 2 UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/women-disney-frozen-2-ut-short-sleeve-graphic-t-shirt-4214790006.html","WOMEN Disney Frozen 2 UT (Short Sleeve Graphic T-Shirt)","S$14.90","Color: COL00 WHITE","DISNEY FROZEN 2 COLLECTION

Uniqlooriginal collection inspired by the authentic visual development artwork from the film “Frozen2”.The designs are based on Anna and Elsa's journey through the expansive forest far beyond Arendelle as the season changes from autumn to winter, and express their growth and bond as sisters on an epic adventure of self-discovery.

©Disney


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573664727-2585","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN HEATTECH Knitted Leg Warmer (Melange)","https://www.uniqlo.com/sg/store/women-heattech-knitted-leg-warmers-melange-4207630002.html","WOMEN HEATTECH Knitted Leg Warmer (Melange)","S$14.90","Color: COL08 DARK GRAY","Knitted HEATTECH keeps your legs toasty. In popular heather colors.
- Deodorizing, bio-warming, heat-retaining, anti-microbial/anti-odor and moisturizing.
- Natural heather colors are perfect for loungewear.
- Ideal for keeping your legs warm at night.


                            
                                                
                          
                              MATERIAL
                73% Acrylic, 21% Nylon, 4% Wool, 1% Polyester, 1% Spandex


                            
                              CARE
                Machine wash cold","73% Acrylic, 21% Nylon, 4% Wool, 1% Polyester, 1% Spandex"
"1573665878-3028","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN J.W.Anderson Pile Lined Fleece Long Sleeve Full-Zip Hoodie","https://www.uniqlo.com/sg/store/women-j-w-anderson-pile-lined-fleece-long-sleeve-full-zip-hoodie-4215870001.html","WOMEN J.W.Anderson Pile Lined Fleece Long Sleeve Full-Zip Hoodie","S$59.90","Color: COL16 Red","Outdoor-style design that comes with a hood and zip pockets. The British-style checkered pattern is eye catching. 
- New LifeWear that combines UNIQLO’s focus on design, fit, fabric, and functionality with JW ANDERSON’s focus on traditional British apparel into innovative designs.
- A fun item with playful color combinations. 
- Fluffy pile-lined fleece so it is warm and extremely comfortable.
- We used a bungee cord with fun coloring for the zipper pulls. 
- Perfect for the outdoors or hiking.


                            
                                                
                          
                              MATERIAL
                [Body] Face: 100% Polyester/ Back: 100% Polyester/ Woven: 100% Nylon/ Exclusive of Decoration


                            
                              CARE
                Machine wash cold, gentle cycle","[Body] Face: 100% Polyester/ Back: 100% Polyester/ Woven: 100% Nylon/ Exclusive of Decoration"
"1573665114-2733","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Flannel Long Sleeve Shirt Dress","https://www.uniqlo.com/sg/store/women-flannel-long-sleeve-shirt-dress-4186140002.html","WOMEN Flannel Long Sleeve Shirt Dress","S$29.90","Color: COL59 DARK GREEN","Our cozy and casual flannel shirt dress. Great on its own or as an outer layer.
- Newly updated with a length that works well as a dress or an outer layer.
- We've updated the design to balance out the width and length for a more attractive straight cut.
- Updated collar design.
- 100% cotton flannel material.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold, gentle cycle","100% Cotton"
"1573665509-2890","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","MICKEY ART UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-mickey-art-ut-short-sleeve-graphic-t-shirt-4225540001.html","MICKEY ART UT (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL00 WHITE","Please note that the sizing of this T-shirt is based on regular Men's sizes.

MICKEY ART

UNIQLO has invited acclaimed artists and illustrators to reinterpret the famous character in their own distinct style. It's Mickey like you've never seen him before, with new and original artwork exclusively at UNIQLO.

Koichiro Takagi

Born in Tokyo. With motifs centered on animals, he depicts his theme, incompatibility that exists in our contemporary society, in a wide range of styles such as embroidery and painting. He exhibits both in Japan and overseas as well as collaborating with both domestic and international apparel brands.

©Disney


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573664915-2658","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN Wireless Bra (Multiway/Heather)","https://www.uniqlo.com/sg/store/women-wireless-bra-multiwayheather-4196170005.html","WOMEN Wireless Bra (Multiway/Heather)","S$29.90","Color: COL09 BLACK","Our wireless bra is a perfect fit.
- In response to customer feedback, we’ve added four clasps on the back of the bra for easier size adjustment.


                            
                                                
                          
                              MATERIAL
                53% Polyester, 36% Nylon, 11% Spandex


                            
                              CARE
                Hand wash cold","53% Polyester, 36% Nylon, 11% Spandex"
"1573664672-2564","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","J.W.Anderson Socks","https://www.uniqlo.com/sg/store/men-socks-4222580001.html","J.W.Anderson Socks","S$5.90","Color: COL08 DARK GRAY","Retro modern colors and patterns that are playful and evocative of JWA design. A pair that adds a nice accent to your outfit.
- New LifeWear that combines UNIQLO’s focus on design, fit, fabric, and functionality with JW ANDERSON’s focus on traditional British apparel into innovative designs.
- New LifeWear that combines UNIQLO’s focus on design, fit, fabric, and functionality with JW ANDERSON’s focus on traditional British apparel into innovative designs. 
- We incorporated retro colors that are full of playful energy, inspired by 1950s ski jackets. 
- A modern design that is timeless.


                            
                                                
                          
                              MATERIAL
                66% Cotton, 18% Polyester, 14% Nylon, 2% Spandex


                            
                              CARE
                Machine wash cold","66% Cotton, 18% Polyester, 14% Nylon, 2% Spandex"
"1573666113-3123","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Fluffy Yarn Fleece Full-Zip Jacket","https://www.uniqlo.com/sg/store/women-fluffy-yarn-fleece-full-zip-jacket-4182420039.html","WOMEN Fluffy Yarn Fleece Full-Zip Jacket","S$29.90","Color: COL01 OFF WHITE","Cozy, fluffy fleece jacket with a relaxed feel.
- In response to customer feedback, we've used an even thicker fabric for extra comfort.
- The light, quick-drying fleece is wrinkle-resistant for easy care.
- Newly updated with a roomier fit for a more relaxed feel.
- Versatile straight cut.
- Made with a super soft and warm fluffy fleece material.
- Classic stand collar and full-zip design.


                            
                                                
                          
                              MATERIAL
                100% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","100% Polyester"
"1573665336-2821","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","BT21 UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-bt21-ut-short-sleeve-graphic-t-shirt-4176630008.html","BT21 UT (Short Sleeve Graphic T-Shirt)","S$14.90","Color: COL63 Blue","Please note that the sizing of this T-shirt is based on regular Men's sizes.

BT21

BT21 collaborate with UT!!

©BT21


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold, gentle cycle","100% Cotton"
"1573664816-2618","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN High Rise Brief","https://www.uniqlo.com/sg/store/women-high-rise-brief-4191420021.html","WOMEN High Rise Brief","S$7.90","Color: COL00 WHITE","Our secure and comfortable high-rise briefs in a stylish lacy design.
- Made with a natural cotton blend.
- Features wide lace detail along the waist and a softer lace at the legs.


                            
                                                
                          
                              MATERIAL
                Body: 95% Cotton, 5% Spandex/ Lace: 79% Nylon, 21% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 95% Cotton, 5% Spandex/ Lace: 79% Nylon, 21% Spandex"
"1573665930-3049","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN AIRism UV Cut Long Sleeve Mesh Hoodie","https://www.uniqlo.com/sg/store/women-airism-uv-cut-long-sleeve-mesh-hoodie-4213550008.html","WOMEN AIRism UV Cut Long Sleeve Mesh Hoodie","S$29.90","Color: COL00 WHITE","UV Cut technology protects the skin from ultraviolet rays and helps to prevent sunburns.
- Cuffed sleeves provide a better fit, while thumbholes let you keep the backs of your hands covered up.
- Front zips all the way up to the hood and covers your neck.


                            
                                                
                          
                              MATERIAL
                75% Polyester, 13% Spandex, 12% Cupro


                            
                              CARE
                Machine wash cold, gentle cycle","75% Polyester, 13% Spandex, 12% Cupro"
"1573665176-2757","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","Makoto Shinkai Films UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-lemaire-shinkai-film-ut-short-sleeve-graphic-t-shirt-4225480001.html","Makoto Shinkai Films UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL09 BLACK","Please note that the sizing of this T-shirt is based on regular Men's sizes.

UTs Featuring New and Celebrated Works from Makoto Shinkai

The sky, both in the daytime (Weathering With You) and at evening (your name.), is a recurring key theme across Makoto Shinkai’s directorial career. Items in the new collection that are based on ""your name."" will include Kumihimo (braided code) and other motifs reflecting Japanese traditions that are so important to the film.

© 2019 WYFP


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665035-2700","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Disney Stories Hooded Sweat Long Sleeve Dress","https://www.uniqlo.com/sg/store/women-disney-stories-hooded-sweat-long-sleeve-dress-4258840003.html","WOMEN Disney Stories Hooded Sweat Long Sleeve Dress","S$49.90","Color: COL71 Purple","Disney Stories

We all have had the experience of reading a storybook when we were young; “Disney Stories” will bring those memories back to us. We hope that everyone, regardless of gender or generation, will remember their own stories through this collection and pass these experiences to the next generation.

©Disney


                            
                                                
                          
                              MATERIAL
                Body: 100% Cotton/ Rib: 78% Cotton, 22% Polyester/ Exclusive of Decoration


                            
                              CARE
                Machine wash cold","Body: 100% Cotton/ Rib: 78% Cotton, 22% Polyester/ Exclusive of Decoration"
"1573665301-2807","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Disney Frozen 2 UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/women-disney-frozen-2-ut-short-sleeve-graphic-t-shirt-4235130006.html","WOMEN Disney Frozen 2 UT (Short Sleeve Graphic T-Shirt)","S$14.90","Color: COL18 WINE","DISNEY FROZEN 2 COLLECTION

Uniqlooriginal collection inspired by the authentic visual development artwork from the film “Frozen2”.The designs are based on Anna and Elsa's journey through the expansive forest far beyond Arendelle as the season changes from autumn to winter, and express their growth and bond as sisters on an epic adventure of self-discovery.

©Disney


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665448-2865","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","The Brands Outdoor UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-the-brands-ut-short-sleeve-graphic-t-shirt-4234710001.html","The Brands Outdoor UT (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL06 GRAY","Please note that the sizing of this T-shirt is based on regular Men's sizes.

The Brands Outdoor

A collaboration project with brands using their representative outdoor items and logos as motifs.

©Shinfuji Burner co., ltd. All rights reserved.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573664946-2670","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN AIRism Bra Camisole","https://www.uniqlo.com/sg/store/women-airism-bra-camisole-4136570018.html","WOMEN AIRism Bra Camisole","S$29.90","Color: COL00 WHITE","Bra cups covered in AIRism fabric for a light feel. Breathable for greater comfort!
- Comfort features include moisture-wicking, DRY technology, heat release, Cool Touch, anti-microbial, anti-odor, and self-deodorization. 
- Stretch material is comfortable against the skin.
- Now with added durability, this top retains its smooth texture ever after repeated wash cycles. 
- Invisible under outer layers. 
- Soft bra cups for a natural silhouette. 
- Updated for a new season! Bra cups covered with AIRism fabric for a smoother feel. 
- Greater breathability. 
- Shoulder strap adjusters ensure a perfect fit.


                            
                                                
                          
                              MATERIAL
                Shell, Lining: 59% Polyester, 31% Cupro, 10% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","Shell, Lining: 59% Polyester, 31% Cupro, 10% Spandex"
"1573665576-2917","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","MEN UTGP POKEMON UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-utgp-pokemon-ut-short-sleeve-graphic-t-shirt-4220430003.html","MEN UTGP POKEMON UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL30 NATURAL","Each customer is only entitled to purchase* 1 piece per UT design and colour.
*We reserve the right to refuse any order if we suspect that it is for reselling purposes.

Please note that the sizing of this T-shirt is based on regular Men's sizes.

UTGP2019 Pokémon

The theme of UT GRAND PRIX 2019 is Pokémon- a global series loved by people throughout the world. More than 18,000 entries, a UTGP record, were received from all over the world! Choose your favorite T-shirt!

©2019 Pokémon.
©1995-2019 Nintendo/Creatures Inc./GAME FREAK inc. TM, ®, and character names are trademarks of Nintendo.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573664775-2603","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN HEATTECH Camisole","https://www.uniqlo.com/sg/store/women-heattech-camisole-4183220009.html","WOMEN HEATTECH Camisole","S$14.90","Color: COL01 OFF WHITE","Warmth and comfort. Sleek design pairs well under outer layers.
- A versatile, basic camisole.
- Provides a smooth, invisible layer under shirts and sweaters.


                            
                                                
                          
                              MATERIAL
                38% Polyester, 32% Acrylic, 21% Rayon, 9% Spandex


                            
                              CARE
                Machine wash cold, gentle cycle","38% Polyester, 32% Acrylic, 21% Rayon, 9% Spandex"
"1573665875-3027","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN R.A.By Verdy Long Sleeve Hooded Sweatshirt","https://www.uniqlo.com/sg/store/women-r-a-by-verdy-long-sleeve-hooded-sweatshirt-4245680006.html","WOMEN R.A.By Verdy Long Sleeve Hooded Sweatshirt","S$19.90","Color: COL00 WHITE","RISE AGAIN BY VERDY

VERDY is a graphic designer with VK DESIGN WORKS, involved with such projects as “Girls Don’t Cry” and “Wasted Youth.” He currently lives in Tokyo, where he is active mainly with street scenes. His work is attracting attention both in Japan and overseas.
VERDY commented, “Just when I was thinking that I wanted to share my graphics more broadly, I thought that UT would be a good way to introduce my work to a wide range of people who don’t know who I am, and agreed to the collaboration.” “The idea of ‘Break the Mold,’ or pursuing new challenges, is something that I feel all the time. In these and other graphics, I incorporate the messages that occur to me in everyday life.”

©VERDY


                            
                                                
                          
                              MATERIAL
                Body: 100% Cotton/ Rib: 78% Cotton, 22% Polyester/ Exclusive of Decoration


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 100% Cotton/ Rib: 78% Cotton, 22% Polyester/ Exclusive of Decoration"
"1573665316-2813","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Disney Stories Short Sleeve Oversized UT","https://www.uniqlo.com/sg/store/women-disney-stories-short-sleeve-oversized-ut-4266510006.html","WOMEN Disney Stories Short Sleeve Oversized UT","S$19.90","Color: COL69 NAVY","Disney Stories

We all have had the experience of reading a storybook when we were young; “Disney Stories” will bring those memories back to us. We hope that everyone, regardless of gender or generation, will remember their own stories through this collection and pass these experiences to the next generation.

©Disney


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665110-2731","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Scandinavian Short Sleeve Dress","https://www.uniqlo.com/sg/store/women-scandinavian-short-sleeve-dress-4234570001.html","WOMEN Scandinavian Short Sleeve Dress","S$19.90","Color: COL00 WHITE","Scandinavian Pattern Collection

Scandinavian Pattern Collection is a design collection created by designers who reside in Scandinavia and work in various fields. The patterns created by the Scandinavian designers are made from the heart by each and every designer and born from the Scandinavian nature and the simple daily life there.

© Fyran


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665907-3040","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Pocketable UV Cut Parka","https://www.uniqlo.com/sg/store/women-pocketable-uv-cut-parka-4199120044.html","WOMEN Pocketable UV Cut Parka","S$39.90","Color: COL58 DARK GREEN","UV Cut parka protects your skin from ultraviolet rays.
- UV Cut function offers sun protection.
- Speckled matte colors.
- Light material with fine stitching.
- Sleeves connect directly to the sides for easy arm movement.
- Compact, pocketable design is handy to carry around so it's there when you need it.
- Water-repellent coating keeps out light rain.


                            
                                                
                          
                              MATERIAL
                100% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","100% Polyester"
"1573665890-3033","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN R.A.By Verdy Long Sleeve Hooded Sweatshirt","https://www.uniqlo.com/sg/store/women-r-a-by-verdy-long-sleeve-hooded-sweatshirt-4245700006.html","WOMEN R.A.By Verdy Long Sleeve Hooded Sweatshirt","S$19.90","Color: COL09 BLACK","RISE AGAIN BY VERDY

VERDY is a graphic designer with VK DESIGN WORKS, involved with such projects as “Girls Don’t Cry” and “Wasted Youth.” He currently lives in Tokyo, where he is active mainly with street scenes. His work is attracting attention both in Japan and overseas.
VERDY commented, “Just when I was thinking that I wanted to share my graphics more broadly, I thought that UT would be a good way to introduce my work to a wide range of people who don’t know who I am, and agreed to the collaboration.” “The idea of ‘Break the Mold,’ or pursuing new challenges, is something that I feel all the time. In these and other graphics, I incorporate the messages that occur to me in everyday life.”

©VERDY


                            
                                                
                          
                              MATERIAL
                Body: 100% Cotton/ Rib: 78% Cotton, 22% Polyester/ Exclusive of Decoration


                            
                              CARE
                Machine wash cold, gentle cycle","Body: 100% Cotton/ Rib: 78% Cotton, 22% Polyester/ Exclusive of Decoration"
"1573665995-3075","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN Pile Lined Fleece Long Sleeve Pullover","https://www.uniqlo.com/sg/store/women-pile-lined-fleece-long-sleeve-pullover-4182850001.html","WOMEN Pile Lined Fleece Long Sleeve Pullover","S$19.90","Color: COL01 OFF WHITE","Relaxed pullover with dropped shoulders. Fluffy fleece adds a design accent.
- Soft boa fleece outer with a smooth micro fleece lining.
- Wide crew neck.
- Relaxed cut with dropped shoulders.


                            
                                                
                          
                              MATERIAL
                100% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","100% Polyester"
"1573664651-2556","https://www.uniqlo.com/sg/store/women/innerwear/view-all-innerwear.html","WOMEN HEATTECH Knitted Extra Long Leggings","https://www.uniqlo.com/sg/store/women-heattech-knitted-extra-long-leggings-4196750001.html","WOMEN HEATTECH Knitted Extra Long Leggings","S$19.90","Color: COL08 DARK GRAY","Warm HEATTECH leggings in a knit material. Scrunch the hems for a stylish accent.
- With insulating, anti-microbial, anti-odor, and moisturizing comfort features.
- In a super soft and warm knit.
- The sleek rib knit pairs especially well with skirts.
- The extra-long length is perfect for scrunching up.


                            
                                                
                          
                              MATERIAL
                68% Acrylic, 26% Nylon, 3% Wool, 2% Spandex, 1% Polyester


                            
                              CARE
                Machine wash cold","68% Acrylic, 26% Nylon, 3% Wool, 2% Spandex, 1% Polyester"
"1573665474-2876","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","MARVEL UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-marvel-ut-short-sleeve-graphic-t-shirt-4225600001.html","MARVEL UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL00 WHITE","Please note that the sizing of this T-shirt is based on regular Men's sizes.

Marvel Retro Gaming

The Marvel Retro Gaming collection is inspired by the vintage arcade and the treasured art from classic video games. Celebrate Marvel's 80th anniversary with this digital blast from the past that is only available for a limited time.

© 2019 MARVEL


                            
                                                
                          
                              MATERIAL
                Shell: 67% Polyester, 33% Wool/ Lining: 100% Polyester


                            
                              CARE
                Dry Clean","Shell: 67% Polyester, 33% Wool/ Lining: 100% Polyester"
"1573665820-3013","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Supima Cotton Stretch Long Sleeve Shirt","https://www.uniqlo.com/sg/store/women-supima-cotton-stretch-long-sleeve-shirt-4184090007.html","WOMEN Supima Cotton Stretch Long Sleeve Shirt","S$39.90","Color: COL00 WHITE","Our wrinkle-resistant fine cotton shirt.
- Wrinkle-resistant material for easy care.
- Smooth premium cotton with added stretch for comfort.
- Versatile design suitable for the office.
- Works great worn under a cardigan, jacket or pullover.
- Collar seams removed for a more formal look.


                            
                                                
                          
                              MATERIAL
                73% Cotton, 25% Polyester, 2% Spandex


                            
                              CARE
                Machine wash cold","73% Cotton, 25% Polyester, 2% Spandex"
"1573665763-2990","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Flannel Checked Long Sleeve Shirt","https://www.uniqlo.com/sg/store/women-flannel-checked-long-sleeve-shirt-4216090012.html","WOMEN Flannel Checked Long Sleeve Shirt","S$29.90","Color: COL11 PINK","A casual flannel shirt featuring a soft texture.
- This flannel shirt is a cold-weather casual style essential.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665630-2938","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Ribbed High Neck Long Sleeve T-Shirt","https://www.uniqlo.com/sg/store/women-ribbed-high-neck-long-sleeve-t-shirt-4182310031.html","WOMEN Ribbed High Neck Long Sleeve T-Shirt","S$19.90","Color: COL01 OFF WHITE","Fine ribbing creates a gorgeous knit-like texture. Easy-care fabric.
- Made from a ribbed material that resists pilling.
- Updated rib width.
- Basic silhouette looks great on its own or layered.


                            
                                                
                          
                              MATERIAL
                65% Polyester, 35% Rayon


                            
                              CARE
                Machine wash cold","65% Polyester, 35% Rayon"
"1573666096-3116","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN J.W.Anderson Pocketable Coat","https://www.uniqlo.com/sg/store/women-j-w-anderson-pocketable-coat-4216480001.html","WOMEN J.W.Anderson Pocketable Coat","S$79.90","Colour:COL59 DARK GREEN","The compact size makes it is easy to carry around. A lightweight coat that you can easily take out and throw on.
- New LifeWear that combines UNIQLO’s focus on design, fit, fabric, and functionality with JW ANDERSON’s focus on traditional British apparel into innovative designs.
- We perfected the lightweight feel of this pocketable coat, inspired by military parkas. 
- Added water-repellent coating that repels rainwater.


                            
                                                
                          
                              MATERIAL
                100% Polyester


                            
                              CARE
                Machine wash cold, gentle cycle","100% Polyester"
"1573665738-2980","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Flannel Checked Long Sleeve Shirt","https://www.uniqlo.com/sg/store/women-flannel-checked-long-sleeve-shirt-4216060008.html","WOMEN Flannel Checked Long Sleeve Shirt","S$29.90","Color: COL15 Red","A casual flannel shirt featuring a soft texture.
- This flannel shirt is a cold-weather casual style essential.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665292-2803","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN Scandinavian UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/women-scandinavian-ut-short-sleeve-graphic-t-shirt-4238920001.html","WOMEN Scandinavian UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL23 ORANGE","Scandinavian Pattern Collection

Scandinavian Pattern Collection is a design collection created by designers who reside in Scandinavia and work in various fields. The patterns created by the Scandinavian designers are made from the heart by each and every designer and born from the Scandinavian nature and the simple daily life there.

© Fyran


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665312-2811","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","WOMEN UTGP POKEMON UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/women-utgp-pokemon-ut-short-sleeve-graphic-t-shirt-4226520003.html","WOMEN UTGP POKEMON UT (Short Sleeve Graphic T-Shirt)","S$19.90","Color: COL09 BLACK","Each customer is only entitled to purchase* 1 piece per UT design and colour.
*We reserve the right to refuse any order if we suspect that it is for reselling purposes.

UTGP2019 Pokémon

The theme of UT GRAND PRIX 2019 is Pokémon- a global series loved by people throughout the world. More than 18,000 entries, a UTGP record, were received from all over the world! Choose your favorite T-shirt!

©2019 Pokémon.
©1995-2019 Nintendo/Creatures Inc./GAME FREAK inc. TM, ®, and character names are trademarks of Nintendo.


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573666061-3101","https://www.uniqlo.com/sg/store/women/outerwear/view-all-outerwear.html","WOMEN HPJ Shirts Jacket","https://www.uniqlo.com/sg/store/women-hpj-shirts-jacket-4205080007.html","WOMEN HPJ Shirts Jacket","S$29.90","Color: COL09 BLACK","A versatile, light jacket with a premium feel. 
- From our collaboration with fashion designer Hana Tajima.
- Light and comfortable, this piece can be worn as a shirt or jacket.


                            
                                                
                          
                              MATERIAL
                [35Brown, 09Black] 53% Polyester, 24% Rayon, 22% Cotton, 1% Spandex [Other Colors] 51% Lyocell, 49% Cotton


                            
                              CARE
                [35Brown, 09Black] Hand wash cold [Other Colors] Machine wash cold, gentle cycle","[35Brown, 09Black] 53% Polyester, 24% Rayon, 22% Cotton, 1% Spandex [Other Colors] 51% Lyocell, 49% Cotton"
"1573665487-2881","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","Disney Stories UT (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-disney-stories-ut-short-sleeve-graphic-t-shirt-4245930001.html","Disney Stories UT (Short Sleeve Graphic T-Shirt)","S$14.90","Color: COL00 WHITE","Disney Stories

We all have had the experience of reading a storybook when we were young; “Disney Stories” will bring those memories back to us. We hope that everyone, regardless of gender or generation, will remember their own stories through this collection and pass these experiences to the next generation.

©Disney


                            
                                                
                          
                              MATERIAL
                100% Cotton


                            
                              CARE
                Machine wash cold","100% Cotton"
"1573665129-2739","https://www.uniqlo.com/sg/store/women/tops/view-all-tops.html","The Game Classic Pixels UT Megaman (Short Sleeve Graphic T-Shirt)","https://www.uniqlo.com/sg/store/men-the-game-pixels-ut-short-sleeve-graphic-t-shirt-4225400006.html","The Game Classic Pixels UT Megaman (Short Sleeve Graphic T-Shirt)","S$9.90","Color: COL00 WHITE","Please note that the sizing of this T-shirt is based on regular Men's sizes.

Mega Man

The Mega Man series is an action game whose first game was released on the home console in 1987. The game's popularity is due to the contrast between the good looking characters and the hard-core action of the story line. The series has reached the hearts of many around the world not just as a game, but through several other types of media as well.

©CAPCOM CO.,LTD. ALL RIGHTS RESERVED.


                            
                                                
                          
                              MATERIAL
                100% Cotton/ Exclusive of Decoration


                            
                              CARE
                Machine wash cold","100% Cotton/ Exclusive of Decoration"
