web-scraper-order,web-scraper-start-url,link,link-href,title,price,colour,description,material
1573331339-12536,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,NEMO ©DISNEY/PIXAR T-SHIRT,https://www.zara.com/sg/en/nemo-%C2%A9disney-pixar-t-shirt-p00264908.html,NEMO ©DISNEY/PIXAR T-SHIRT Details,S$ 39.90,Anthracite grey,"Round neck T-shirt with short sleeves and a Nemo ©Disney/Pixar print.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573332275-12781,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH BEADED COLLAR,https://www.zara.com/sg/en/t-shirt-with-beaded-collar-p00962652.html,T-SHIRT WITH BEADED COLLAR Details,S$ 45.90,Black,"T-shirt featuring short sleeves and a contrast collar with bead appliqués. 

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573340418-15211,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,MINI DRESS WITH RUFFLE TRIM,https://www.zara.com/sg/en/mini-dress-with-ruffle-trim-p01971168.html,MINI DRESS WITH RUFFLE TRIM Details,S$ 59.90,MARSALA,"Flowing long sleeve dress with a round neckline. Featuring matching ruffle trims. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573338953-14831,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,null,,,,,,
1573341380-15491,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,COMBINED FEATHER-EFFECT JUMPSUIT,https://www.zara.com/sg/en/combined-feather-effect-jumpsuit-p00387197.html,COMBINED FEATHER-EFFECT JUMPSUIT Details,S$ 89.90,Black,"V-neck jumpsuit with thin straps. Featuring a velvet belt, front pleats, front pockets and invisible back zip fastening.

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573339721-15022,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,CAMISOLE DRESS,https://www.zara.com/sg/en/camisole-dress-p05644902.html,CAMISOLE DRESS Details,S$ 39.90,Black,"Short dress with a V-neckline and adjustable thin straps.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340179-15143,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL PRINT DRESS,https://www.zara.com/sg/en/floral-print-dress-p04479241.html,FLORAL PRINT DRESS Details,S$ 89.90,Black,"Flowing V-neck dress with long sleeves. Featuring smocked detail on the chest, side vents at the hem and covered buttons for fastening. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573339177-14891,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED DRESS WITH FRILLS,https://www.zara.com/sg/en/printed-dress-with-frills-p02587153.html,PRINTED DRESS WITH FRILLS Details,S$ 59.90,Multicoloured,"Short dress featuring a V-neckline, short sleeves with gathering, buttons on the chest, ruffled hem and invisible side zip fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331958-12689,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,GATHERED T-SHIRT,https://www.zara.com/sg/en/gathered-t-shirt-p07901866.html,GATHERED T-SHIRT Details,S$ 39.90,Grey,"Short sleeve T-shirt with a round neckline. Featuring a gathered, ruffled hem.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339136-14880,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,KNOTTED DRESS,https://www.zara.com/sg/en/knotted-dress-p07385303.html,KNOTTED DRESS Details,S$ 69.90,Vanilla,"Flowing sleeveless midi dress featuring a round neckline, hem with side vents, lining and tied detail on the back.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: TENCEL™ Lyocell. 
TENCEL™ is made from wood grown in sustainably managed forests that guarantee their reforestation and is produced in a closed cycle that is environmentally and water friendly.",null
1573340081-15119,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SHIRT DRESS WITH BELT,https://www.zara.com/sg/en/shirt-dress-with-belt-p07385322.html,SHIRT DRESS WITH BELT Details,S$ 69.90,Indigo,"Dress with a shirt collar and long puff sleeves. Featuring decorative pleats, a metal D-ring buckle belt and front button fastening hidden by a placket.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339825-15050,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PERFORATED DRESS WITH EMBROIDERY,https://www.zara.com/sg/en/perforated-dress-with-embroidery-p00387162.html,PERFORATED DRESS WITH EMBROIDERY Details,S$ 89.90,beige-pink,"A-line V-neck dress with short puff sleeves. Lined. Matching perforated embroidery.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573338953-14818,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,null,,,,,,
1573331071-12465,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,BARBIE™ T-SHIRT,https://www.zara.com/sg/en/barbie%E2%84%A2-t-shirt-p04644626.html,BARBIE™ T-SHIRT Details,S$ 39.90,White,"T-shirt with a round neckline, short sleeves and a contrast print from Barbie © 2019 M / 0′ 7″attel.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573339499-14963,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,BLAZER-STYLE DRESS WITH BELT,https://www.zara.com/sg/en/blazer-style-dress-with-belt-p07752250.html,BLAZER-STYLE DRESS WITH BELT Details,S$ 119.00,Pink,"Sleeveless V-neck mini dress with contrast belt and metal buckle. Featuring front flap pockets and double-breasted snap-button front fastening.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573339688-15013,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SATIN DRESS,https://www.zara.com/sg/en/satin-dress-p07738824.html,SATIN DRESS Details,S$ 159.00,Pink,"Long dress featuring a loose-fitting V-neckline, long sleeves, pleated detail on the sleeves and waist and a buttoned opening on the back.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573341374-15489,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLOWING CAMISOLE DRESS,https://www.zara.com/sg/en/flowing-camisole-dress-p09479251.html,FLOWING CAMISOLE DRESS Details,S$ 69.90,Dark aubergine,"Cowl neck midi dress with thin adjustable straps.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331558-12595,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,METALLIC-EFFECT T-SHIRT,https://www.zara.com/sg/en/metallic-effect-t-shirt-p04770642.html,METALLIC-EFFECT T-SHIRT Details,S$ 24.90,Silver,"T-shirt with a round neckline, short sleeves and a front patch pocket. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339244-14907,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,TEXTURED WEAVE DRESS,https://www.zara.com/sg/en/textured-weave-dress-p04215901.html,TEXTURED WEAVE DRESS Details,S$ 29.90,Russet,"Dress with a straight neckline and thin straps. Featuring a side vent at the hem.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340654-15277,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RUFFLED DRESS,https://www.zara.com/sg/en/ruffled-dress-p00264654.html,RUFFLED DRESS Details,S$ 45.90,Petrol blue,"Short sleeve mini dress with a round neck and a ruffled hem.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573331835-12656,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,MICKEY & FRIENDS © DISNEY T-SHIRT,https://www.zara.com/sg/en/mickey---friends-%C2%A9-disney-t-shirt-p00264646.html,MICKEY & FRIENDS © DISNEY T-SHIRT Details,S$ 39.90,Black,"Short sleeve T-shirt with a round neckline. Featuring a Mickey Mouse © Disney print on the front.

HEIGHT OF MODEL: 177 cm. / 5′ 9″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573331277-12519,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,SOFT-TOUCH T-SHIRT,https://www.zara.com/sg/en/soft-touch-t-shirt-p01067454.html,SOFT-TOUCH T-SHIRT Details,S$ 29.90,Fuchsia,"V-neck T-shirt with short puff sleeves. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573332245-12771,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,SHINY T-SHIRT,https://www.zara.com/sg/en/shiny-t-shirt-p05580710.html,SHINY T-SHIRT Details,S$ 45.90,Black,"T-shirt featuring a round neckline, long puff sleeves, elastic cuffs and shiny stripe appliqués. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340522-15240,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED MINI DRESS,https://www.zara.com/sg/en/printed-mini-dress-p08512661.html,PRINTED MINI DRESS Details,S$ 69.90,Multicoloured,"Dress featuring a round neckline with tied detail, long sleeves, ruffled hem and lining.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573331379-12548,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH ORGANZA SLEEVES,https://www.zara.com/sg/en/t-shirt-with-organza-sleeves-p05644463.html,T-SHIRT WITH ORGANZA SLEEVES Details,S$ 45.90,White,"Round neck T-shirt featuring organza sleeves that fall below the elbow and a slogan on the front.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573341061-15392,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FLORAL PRINT DRESS,https://www.zara.com/sg/en/floral-print-dress-p07923134.html,FLORAL PRINT DRESS Details,S$ 89.90,Black / Sand,"Long sleeve dress with a crossover V-neckline, interior lining and invisible zip fastening at the side. 

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573331922-12678,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH PLEATED HEM,https://www.zara.com/sg/en/t-shirt-with-pleated-hem-p05644475.html,T-SHIRT WITH PLEATED HEM Details,S$ 39.90,Oyster White,"Round neck T-shirt with short sleeves and a pleated hem. 

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: At least 85% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573340728-15297,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,TEXTURED SHIFT DRESS,https://www.zara.com/sg/en/textured-shift-dress-p06050634.html,TEXTURED SHIFT DRESS Details,S$ 39.90,Black,"Fitted dress with a high neck and short sleeves. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573330797-12394,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,null,,,,,,
1573341334-15475,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RUFFLED METALLIC DRESS,https://www.zara.com/sg/en/ruffled-metallic-dress-p08342348.html,RUFFLED METALLIC DRESS Details,S$ 69.90,Golden,"Short dress with a straight neckline and adjustable, detachable spaghetti straps. Featuring gathered detailing and ruffle trims on the front. Invisible zip fastening at the back.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fibre: At least 50% recycled polyester.
Recycled polyester is made from recycled plastic bottles and consumes less water, less energy and fewer natural resources.",null
1573339881-15067,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,CONTRASTING STRIPED DRESS,https://www.zara.com/sg/en/contrasting-striped-dress-p05039464.html,CONTRASTING STRIPED DRESS Details,S$ 59.90,Black / White,"Slot collar midi dress with cord detail, short sleeves and ruffle trims.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573340701-15290,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,VOLUMINOUS TAFFETA DRESS,https://www.zara.com/sg/en/voluminous-taffeta-dress-p08436201.html,VOLUMINOUS TAFFETA DRESS Details,S$ 89.90,Brown,"Round neck voluminous midi dress with sleeves falling below the elbow. Featuring side pockets, pleat detailing on the shoulders and a buttoned opening in the back.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339042-14860,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,BUTTONED LINEN DRESS,https://www.zara.com/sg/en/buttoned-linen-dress-p05216243.html,BUTTONED LINEN DRESS Details,S$ 89.90,Coral,"V-neck dress with thin straps. Featuring front patch pockets, an opening and bow detail in the back and front button fastening. 

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573339647-15002,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FULL SLEEVE DRESS,https://www.zara.com/sg/en/full-sleeve-dress-p08208020.html,FULL SLEEVE DRESS Details,S$ 89.90,Mid-pink,"V-neck midi dress with short puff sleeves, elastic trims and invisible back zip fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573331757-12641,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH FRONT EMBROIDERY,https://www.zara.com/sg/en/t-shirt-with-front-embroidery-p05039931.html,T-SHIRT WITH FRONT EMBROIDERY Details,S$ 24.90,White,"Short sleeve T-shirt with a round neckline and an embroidered detail on the front.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
1573339531-14972,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,BELTED JUMPSUIT,https://www.zara.com/sg/en/belted-jumpsuit-p00219801.html,BELTED JUMPSUIT Details,S$ 59.90,Russet,"Jumpsuit featuring a surplice neckline, thin straps, belt in the same fabric with lined buckle and elastic cuffed hems.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573332194-12756,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,LONG SLEEVE RIBBED TOP,https://www.zara.com/sg/en/long-sleeve-ribbed-top-p00085458.html,LONG SLEEVE RIBBED TOP Details,S$ 29.90,Oyster White,"Basic long sleeve T-shirt with a round neckline.

HEIGHT OF MODEL: 177 cm. / 69.6″

JOIN LIFE
Care for fiber: EcoVeroTMViscose. 
EcoVeroTM is certified by the EU Ecolabel and meets the strictest environmental standards in the European Union, from the raw materials to manufacturing, helping us take care of the environment.",null
1573339740-15028,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,CONTRAST JUMPSUIT,https://www.zara.com/sg/en/contrast-jumpsuit-p05039934.html,CONTRAST JUMPSUIT Details,S$ 59.90,Black,"Sleeveless jumpsuit with a v-neck. Featuring matching guipure detail on the front and drawstring with tassel on the back for fastening.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573338953-14786,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,null,,,,,,
1573330797-12367,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,null,,,,,,
1573340358-15195,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,RUFFLED ANIMAL PRINT DRESS,https://www.zara.com/sg/en/ruffled-animal-print-dress-p08372254.html,RUFFLED ANIMAL PRINT DRESS Details,S$ 89.90,Brown,"Midi dress featuring a ruffled V-neckline, long sleeves, lining and button fastening.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340503-15235,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED MINI DRESS,https://www.zara.com/sg/en/printed-mini-dress-p08533153.html,PRINTED MINI DRESS Details,S$ 89.90,Multicoloured,"Dress featuring a round neckline, long sleeves with elastic trim, pleated waist, ruffled hem and a buttoned opening at the back.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340165-15140,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PUFF SLEEVE DRESS WITH PLEATS,https://www.zara.com/sg/en/puff-sleeve-dress-with-pleats-p00003304.html,PUFF SLEEVE DRESS WITH PLEATS Details,S$ 69.90,Bluish,"Loose-fitting midi dress with a round neckline and short puff sleeves with ruffled, elastic cuffs. Featuring side pockets, decorative pleats and a buttoned opening at the back.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573332043-12712,https://www.zara.com/sg/en/woman-tshirts-l1362.html?v1=1281620,T-SHIRT WITH PLEATED SLEEVES,https://www.zara.com/sg/en/t-shirt-with-pleated-sleeves-p05644632.html,T-SHIRT WITH PLEATED SLEEVES Details,S$ 45.90,Black,"T-shirt featuring a V-neckline and short puff sleeves in contrast fabric.

HEIGHT OF MODEL: 177 CM / 5′ 9″",null
1573340862-15331,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,PRINTED MINI DRESS,https://www.zara.com/sg/en/printed-mini-dress-p02492160.html,PRINTED MINI DRESS Details,S$ 69.90,Black,"Dress featuring a slot collar with tied detail, long sleeves and a ruffled hem.

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573339822-15049,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,LIMITED EDITION SEQUINNED DRESS,https://www.zara.com/sg/en/limited-edition-sequinned-dress-p07929046.html,LIMITED EDITION SEQUINNED DRESS Details,S$ 159.00,Yellow,"Long high neck sleeveless dress. Slit and button fastening at the back. Hem with side vent.

HEIGHT OF MODEL: 177 cm. / 5′ 9″",null
1573340641-15273,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,SOFT-TOUCH DRESS,https://www.zara.com/sg/en/soft-touch-dress-p02712633.html,SOFT-TOUCH DRESS Details,S$ 69.90,Purple,"Long sleeve high neck dress. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573340588-15259,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,BELTED JUMPSUIT,https://www.zara.com/sg/en/belted-jumpsuit-p08128505.html,BELTED JUMPSUIT Details,S$ 139.00,camel,"Jumpsuit with lapel collar, V-neck and long sleeves. Featuring side welt pockets and back patch pockets with flap, elastic inner waistband, belt appliqué in matching fabric and front button fastening hidden by a placket. 

HEIGHT OF MODEL: 177 cm. / 69.6″",null
1573341455-15515,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,ZIP-UP SEQUIN DRESS,https://www.zara.com/sg/en/zip-up-sequin-dress-p08762847.html,ZIP-UP SEQUIN DRESS Details,S$ 139.00,Golden,"Dress with a straight neckline and long puff sleeves. Featuring matching sequin appliqués and a matching front zip for fastening.

HEIGHT OF MODEL: 177 CM / 69.6″",null
1573340114-15127,https://www.zara.com/sg/en/woman-dresses-l1066.html?v1=1281625,FADED-EFFECT DRESS,https://www.zara.com/sg/en/faded-effect-dress-p04174857.html,FADED-EFFECT DRESS Details,S$ 45.90,Orange,"Round neck midi dress with short sleeves, front pockets and an elastic detail at the waist. 


Due to the dyeing process, the print on each dress is unique and may differ from what is shown in the photo.

HEIGHT OF MODEL: 177 cm. / 69.6″


JOIN LIFE
Care for fiber: 100% ecologically grown cotton.
Ecologically grown cotton is grown using practices that help us protect biodiversity, such as crop rotation and the use of natural fertilisers.",null
